#,Procedimiento,"Nombre o razón social del proveedor",Ejercicio,Trimestre,"Sujeto obligado contratante","Sujeto obligado solicitante","Número de contrato","Objeto del contrato",Descripción,"Fundamento jurídico","Fecha de celebración","Fecha de inicio","Fecha de término","Monto original de contrato","Archivo del contrato en PDF","Área responsable de la información","Fecha de validación",Año,"Fecha de actualización",Nota,Estatus,"Monto modificado","Monto total","Monto pagado a la fecha"
1,"Licitación pública","María Isabel Arvide Limón",2015,"2o Trimestre (Abril-Junio)",,*prueba,"Sin contrato","Sin contrato","Sin contrato","Sin contrato",,,,"$ 0.00",Ciclo_de_Vida_Proyectos.pdf,,,,,,Activo,$0.00,"$ 0.00","$ 0.00"
620,"Adjudicación directa","Radio Cancún S.A. de C.V.",2017,"3er Trimestre (Julio-Septiembre)","Coordinación General de Comunicación del Gobierno de Quintana Roo","Coordinación General de Comunicación del Gobierno de Quintana Roo","CM 006/2017","Cobertura Radiofónica  del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","En los artículos 2,3,4,19 fracción III, 30 fracción VII y 33 fracciones XXXIII y XXXIV de la Ley Orgánica de la Administración Pública del Estado de Quintana Roo; 8 y 9 fracción VII del Reglamento Interior de la Secretaría de Finanzas y Planeación.",,,,"$ 1,200,000.00",CM-006__RADIO_CANCUN_SA_DE_CV.pdf,"Dirección administrativa/CGC",,2017,,,Activo,$0.00,"$ 1,200,000.00","$ 1,200,000.00"
621,"Adjudicación directa","Compañía Editorial  del Sureste SA DE CV",2017,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",018/2017,"Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","En los artículos 2,3,4,19 fracción III, 30 fracción VII y 33 fracciones XXXIII y XXXIV de la Ley Orgánica de la Administración Pública del Estado de Quintana Roo; 8 y 9 fracción VII del Reglamento Interior de la Secretaría de Finanzas y Planeación.",,,,"$ 9,280,000.00",018_COMPANIA_EDITORIAL_DEL_SURESTE_SA_DE_CV.pdf,"Dirección administrativa/CGC",,2017,,,Activo,$0.00,"$ 9,280,000.00","$ 9,301,297.60"
622,"Adjudicación directa","Grupo Informático Cancun Caribe  SA de CV",2017,"4o Trimestre (Octubre-Diciembre)","Coordinación General de Comunicación del Gobierno de Quintana Roo","Coordinación General de Comunicación del Gobierno de Quintana Roo","CM 004/2017","Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","En los artículos 2,3,4,19 fracción III, 30 fracción VII y 33 fracciones XXXIII y XXXIV de la Ley Orgánica de la Administración Pública del Estado de Quintana Roo; 8 y 9 fracción VII del Reglamento Interior de la Secretaría de Finanzas y Planeación.",,,,"$ 1,160,000.00",CM-004__GRUPO_IMFORMATICO_CANCUN_SA_DE_CV.pdf,"Dirección administrativa/CGC",,2017,,,Activo,$0.00,"$ 1,160,000.00","$ 1,160,000.00"
623,"Adjudicación directa","Meta Medio S.C.",2017,"3er Trimestre (Julio-Septiembre)","Coordinación General de Comunicación del Gobierno de Quintana Roo","Coordinación General de Comunicación del Gobierno de Quintana Roo","CM 003/2017","Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","En los artículos 2,3,4,19 fracción III, 30 fracción VII y 33 fracciones XXXIII y XXXIV de la Ley Orgánica de la Administración Pública del Estado de Quintana Roo; 8 y 9 fracción VII del Reglamento Interior de la Secretaría de Finanzas y Planeación.",,,,"$ 5,000,000.00",CM-003__META_MEDIOS.pdf,"Dirección administrativa/CGC",,2017,,,Activo,$0.00,"$ 5,000,000.00","$ 5,000,000.00"
624,"Adjudicación directa","Televisora de Cancún S.A. de C.V.",2017,"2o Trimestre (Abril-Junio)","Coordinación General de Comunicación del Gobierno de Quintana Roo","Coordinación General de Comunicación del Gobierno de Quintana Roo",013/2017,"Cobertura Televisiva del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","En los artículos 2,3,4,19 fracción III, 30 fracción VII y 33 fracciones XXXIII y XXXIV de la Ley Orgánica de la Administración Pública del Estado de Quintana Roo; 8 y 9 fracción VII del Reglamento Interior de la Secretaría de Finanzas y Planeación.",,,,"$ 4,640,000.00",013-TELEVISORA_DE_CANCUN_SA_DE_CV.pdf,"Dirección administrativa/CGC",,2017,,,Activo,$0.00,"$ 4,640,000.00","$ 4,640,000.00"
625,"Adjudicación directa","Canal Capital S.A. de C.V.",2017,"3er Trimestre (Julio-Septiembre)","Coordinación General de Comunicación del Gobierno de Quintana Roo","Coordinación General de Comunicación del Gobierno de Quintana Roo",078/2017,"Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","En los artículos 2,3,4,19 fracción III, 30 fracción VII y 33 fracciones XXXIII y XXXIV de la Ley Orgánica de la Administración Pública del Estado de Quintana Roo; 8 y 9 fracción VII del Reglamento Interior de la Secretaría de Finanzas y Planeación.",,,,"$ 6,960,000.00",078-CAPITAL_NEWS_SA_DE_CV.pdf,"Dirección administrativa/CGC",,2017,,,Activo,$0.00,"$ 6,960,000.00","$ 6,960,000.00"
626,"Adjudicación directa","America Ves S.A. de C.V.",2017,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",027/2017,"Cobertura Televisiva  del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","En los artículos 2,3,4,19 fracción III, 30 fracción VII y 33 fracciones XXXIII y XXXIV de la Ley Orgánica de la Administración Pública del Estado de Quintana Roo; 8 y 9 fracción VII del Reglamento Interior de la Secretaría de Finanzas y Planeación.",,,,"$ 4,176,000.00",027-AMERICA_VES_SA_DE_CV.pdf,"Dirección administrativa/CGC",,2017,,,Activo,$0.00,"$ 4,176,000.00","$ 4,176,000.00"
627,"Adjudicación directa","Compañía Editorial  del Sureste SA DE CV",2017,"4o Trimestre (Octubre-Diciembre)","Coordinación General de Comunicación del Gobierno de Quintana Roo","Coordinación General de Comunicación del Gobierno de Quintana Roo","CM 001/2017","Cobertura Publicitaria del Gobierno del Estado","El proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado","En los artículos 2,3,4, 19 fracción III, 30 fracción VII y 33 fracciones XXXIII y XXXIV de la Ley Orgánica de la Administración Pública del Estado de Quintana Roo 8 y 9 fracción VII del Reglamento Interior de la Secretaría de Finanzas y Planeación",,,,"$ 2,000,000.00",CM_001-COMPANIA_EDITORIAL_DEL_SURESTE_SA_DE_CV.pdf,"Dirección Administrativa/CGC",,2017,,,Activo,$0.00,"$ 2,000,000.00","$ 2,000,000.00"
628,"Adjudicación directa","Grupo Informático Cancun Caribe  SA de CV",2017,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",004/2017,"COBERTURA PUBLICITARIA A TRAVES DE DIFERENTES MEDIOS DE COMUNICACION, MEDIANTE EL PERIODICO QUEQUI","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","En los artículos 2,3,4,19 fracción III, 30 fracción VII y 33 fracciones XXXIII y XXXIV de la Ley Orgánica de la Administración Pública del Estado de Quintana Roo; 8 y 9 fracción VII del Reglamento Interior de la Secretaría de Finanzas y Planeación.",,,,"$ 336,251.52",004-2016_GRUPO_INFORMATICO_CANCUN_SA_DE_CV.pdf,"Dirección administrativa/CGC",,2017,,,Activo,$0.00,"$ 336,251.52","$ 336,251.52"
629,"Adjudicación directa","Editora de Medios Mapa S.A. de C.V",2017,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",007-2017,"EL PRESTADOR DEL SERVICIO SE OBLIGA CON EL GOBIERNO A PRESTAR EL SERVICIO PROFESIONAL CONSISTENTE EN IMPRESION DE 50 MIL FOLLETOS A TODO COLOR, POR LA PROTECCION  DEL MEDIO AMBIENTE.","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","En los artículos 2,3,4,19 fracción III, 30 fracción VII y 33 fracciones XXXIII y XXXIV de la Ley Orgánica de la Administración Pública del Estado de Quintana Roo; 8 y 9 fracción VII del Reglamento Interior de la Secretaría de Finanzas y Planeación.",,,,"$ 116,000.00",007-2016-EDITORA_DE_MEDIOS_MAPA_SA_DE_CV.pdf,"Dirección administrativa/CGC",,2017,,,Activo,$0.00,"$ 116,000.00","$ 116,000.00"
630,"Adjudicación directa","Graciela Machuca Martínez",2017,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",129-2016,"Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial",,,,"$ 132,633.96",129-2016-GRACIELA_MACHUCA_MARTINEZ.pdf,"Dirección administrativa/CGC",,2017,,"Este convenio fue elaborado en el ejercicio fiscal 2016, a este medio se le pago los meses de enero a septiembre 2016 y quedo pendiente por tramitar los meses de octubre, noviembre y diciembre 2016 por el cambio de Gobierno de la administración, por tal motivo  tuvo que tramitarse en el ejercicio fiscal 2017.",Activo,$0.00,"$ 132,633.96","$ 132,633.96"
631,"Adjudicación directa","Clara Elena Angulo López",2017,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",119-2016,"Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.
 ","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial",,,,"$ 220,000.02",119-2016_CLARA_ELENA_ANGULO_LOPEZ.pdf,"DIRECCIÓN ADMINISTIVA/CGC",,2017,,"Este convenio fue elaborado en el ejercicio fiscal 2016, a este medio se le pago los meses de enero a agosto 2016 y quedo pendiente por tramitar los meses de septiembre, octubre, noviembre y diciembre 2016 por el cambio de Gobierno de la administración, por tal motivo  tuvo que tramitarse en el ejercicio fiscal 2017.",Activo,$0.00,"$ 220,000.02","$ 220,000.02"
632,"Adjudicación directa","Carlos Isaias Perez Zafra",2017,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",61-2016,"Cobertura Periodistica del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial",,,,"$ 388,342.70",61-2016_CARLOS_ISAIAS_PEREZ_ZAFRA.pdf,"DIRECCIÓN ADMINISTIVA/CGC",,2017,,"Este convenio fue elaborado en el ejercicio fiscal 2016, a este medio se le pago los meses de enero a septiembre 2016 y quedo pendiente por tramitar los meses de octubre, noviembre y diciembre 2016 por el cambio de Gobierno de la administración, por tal motivo  tuvo que tramitarse en el ejercicio fiscal 2017.",Activo,$0.00,"$ 388,342.70","$ 388,342.71"
633,"Adjudicación directa","Rosario de Fátima Vázquez Hernández",2017,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",19-2016,"Cobertura Periodistico del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial",,,,"$ 388,342.70",19-2016_ROSARIO_DE_FATIMA_VAZQUEZ_HERNANDEZ.pdf,"DIRECCIÓN ADMINISTIVA/CGC",,2017,,"Este convenio fue elaborado en el ejercicio fiscal 2016, a este medio se le pago los meses de enero a septiembre 2016 y quedo pendiente por tramitar los meses de octubre, noviembre y diciembre 2016 por el cambio de Gobierno de la administración, por tal motivo  tuvo que tramitarse en el ejercicio fiscal 2017.",Activo,$0.00,"$ 388,342.70","$ 388,342.71"
634,"Adjudicación directa","Megapublicidad Distribución S.A. de C.V.",2017,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",003-2016,"Servicio Publicitario del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","En los artículos 2,3,4,19 fracción III, 30 fracción VII y 33 fracciones XXXIII y XXXIV de la Ley Orgánica de la Administración Pública del Estado de Quintana Roo; 8 y 9 fracción VII del Reglamento Interior de la Secretaría de Finanzas y Planeación.",,,,"$ 464,000.00",003-2016_MEGAPUBLICIDAD_DISTRIBUCION_SA_DE_CV.pdf,"DIRECCIÓN ADMINISTIVA/CGC",,2017,,,Activo,$0.00,"$ 464,000.00","$ 464,000.00"
635,"Adjudicación directa","Selvamar Informacion y Publicidad S.A. de C.V.",2017,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",026-2016,"Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","En los artículos 2,3,4,19 fracción III, 30 fracción VII y 33 fracciones XXXIII y XXXIV de la Ley Orgánica de la Administración Pública del Estado de Quintana Roo; 8 y 9 fracción VII del Reglamento Interior de la Secretaría de Finanzas y Planeación.",,,,"$ 348,000.00",026-2016_SELVAMAR_INFORMACION_Y_PUBLICIDAD_SA_DE_CV.pdf,"DIRECCIÓN ADMINISTIVA/CGC",,2017,,,Activo,$0.00,"$ 348,000.00","$ 348,000.00"
636,"Adjudicación directa","Lorenzo Pacheco González",2017,"4o Trimestre (Octubre-Diciembre)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",70-2016,"Cobertura Periodistica del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial",,,,"$ 72,948.67",70-2016_LORENZO_PACHECO_GONZALEZ.pdf,"DIRECCIÓN ADMINISTIVA/CGC",,2017,,"Este convenio fue elaborado en el ejercicio fiscal 2016, a este medio se le pago los meses de enero a septiembre 2016 y quedo pendiente por tramitar el mes de octubre 2016 por el cambio de Gobierno de la administración, por tal motivo  tuvo que tramitarse en el ejercicio fiscal 2017.",Activo,$0.00,"$ 72,948.67","$ 72,948.67"
637,"Adjudicación directa","Pauco S. de R.L. de C.V.",2017,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",198-2016,"Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial",,,,"$ 225,000.00",198-2016_PAUCO_SA_DE_CV.pdf,"DIRECCIÓN ADMINISTIVA/CGC",,2017,,"Convenio  elaborado en el ejercicio fiscal 2016 se le pago los meses de enero a septiembre 2016 quedando pendiente por tramitar el octubre, noviembre y diciembre 2016 , mismo que se tramita durante el ejercicio 2017 ",Activo,$0.00,"$ 225,000.00","$ 225,000.00"
638,"Adjudicación directa","Medios Masivos Mexicanos SA de CV",2017,"2o Trimestre (Abril-Junio)","Coordinación General de Comunicación del Gobierno de Quintana Roo","Coordinación General de Comunicación del Gobierno de Quintana Roo",OI-001,ESQUELA,"El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.
 ",.,,,,"$ 27,526.80",IMG_20180324_213315_863.JPG,"DIRECCIÓN ADMINISTIVA/CGC",,2017,,,Activo,$0.00,"$ 27,526.80","$ 27,526.80"
