#,"Número de factura",Proveedor,Contrato,Orden,Ejercicio,Trimestre,Monto,"Archivo factura en PDF (Vínculo al archivo)","Archivo factura en XML (Vínculo al archivo)","Fecha de erogación",Estatus
2801,1217/DICIEMBRE,"Meta Medio S.C.","CM 003/2017","Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",225778.22,1217-DICIEMBRE.pdf,,2017-12-14,Activo
2802,1218/DICIEMBRE,"Meta Medio S.C.","CM 003/2017","Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",72727.82,1218-DICIEMBRE.pdf,,2017-12-31,Activo
2803,1219/DICIEMBRE,"Meta Medio S.C.","CM 003/2017","Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",274159.27,1219-DICIEMBRE.pdf,,2017-12-17,Activo
2804,1220/DICIEMBRE,"Meta Medio S.C.","CM 003/2017","Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",338667.34,1220-DICIEMBRE.pdf,,2017-12-21,Activo
2805,"A 96/SEPTIEMBRE","Selvamar Informacion y Publicidad S.A. de C.V.",035/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",51172.68,A_96-SEPTIEMBRE.pdf,,2017-09-14,Activo
2806,"A 97/SEPTIEMBRE","Selvamar Informacion y Publicidad S.A. de C.V.",035/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",58482.32,A_97-SEPTIEMBRE.pdf,,2017-09-30,Activo
2807,"A 98/SEPTIEMBRE","Selvamar Informacion y Publicidad S.A. de C.V.",035/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",94134.59,A_98-SEPTIEMBRE.pdf,,2017-09-30,Activo
2808,"A 99/SEPTIEMBRE","Selvamar Informacion y Publicidad S.A. de C.V.",035/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",70539.73,A_99-SEPTIEMBRE.pdf,,2017-09-30,Activo
2809,"A 100/SEPTIEMBRE","Selvamar Informacion y Publicidad S.A. de C.V.",035/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",73670.68,A_100-SEPTIEMBRE.pdf,,2017-09-30,Activo
2810,"A 80/OCTUBRE","Selvamar Informacion y Publicidad S.A. de C.V.",035/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",73670.76,A_80-OCTUBRE.pdf,,2017-10-30,Activo
2811,"A 81/OCTUBRE","Selvamar Informacion y Publicidad S.A. de C.V.",035/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",70538.44,A_81-OCTUBRE.pdf,,2017-10-30,Activo
2812,"A 82/OCTUBRE","Selvamar Informacion y Publicidad S.A. de C.V.",035/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",94134.00,A_82-OCTUBRE.pdf,,2017-10-30,Activo
2813,"A 83/OCTUBRE","Selvamar Informacion y Publicidad S.A. de C.V.",035/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",21930.96,A_83-OCTUBRE.pdf,,2017-10-30,Activo
2814,"A 84/OCTUBRE","Selvamar Informacion y Publicidad S.A. de C.V.",035/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",87723.84,A_84-OCTUBRE.pdf,,2017-10-24,Activo
2815,"A 86/NOVIEMBRE","Selvamar Informacion y Publicidad S.A. de C.V.",035/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",109654.80,A_86-NOVIEMBRE.pdf,,2017-11-30,Activo
2816,"A 87/NOVIEMBRE","Selvamar Informacion y Publicidad S.A. de C.V.",035/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",50008.68,A_87-NOVIEMBRE.pdf,,2017-11-17,Activo
2817,"A 88/NOVIEMBRE","Selvamar Informacion y Publicidad S.A. de C.V.",035/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",44125.99,A_88-NOVIEMBRE.pdf,,2017-11-30,Activo
2818,3085/MAYO,"Televisora de Cancún S.A. de C.V.",013/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",580000.00,3085-MAYO.pdf,,2017-08-17,Activo
2819,3158/JUNIO,"Televisora de Cancún S.A. de C.V.",013/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",194184.00,3158-JUNIO.pdf,,2017-06-30,Activo
2820,3159/JUNIO,"Televisora de Cancún S.A. de C.V.",013/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",47560.00,3159-JUNIO.pdf,,2017-06-30,Activo
2821,3160/JUNIO,"Televisora de Cancún S.A. de C.V.",013/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",158255.90,3160-JUNIO.pdf,,2017-06-11,Activo
2822,3403/JUNIO,"Televisora de Cancún S.A. de C.V.",013/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",180000.10,3403-JUNIO.pdf,,2017-06-08,Activo
2823,"A 89/NOVIEMBRE","Selvamar Informacion y Publicidad S.A. de C.V.",035/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",70539.77,A_89-NOVIEMBRE.pdf,,2017-11-30,Activo
2824,3210/JULIO,"Televisora de Cancún S.A. de C.V.",013/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",74936.00,3210-JULIO.pdf,,2017-07-31,Activo
2825,3211/JULIO,"Televisora de Cancún S.A. de C.V.",013/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",128296.00,3211-JULIO.pdf,,2017-07-31,Activo
2826,3212/JULIO,"Televisora de Cancún S.A. de C.V.",013/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",196768.00,3212-JULIO.pdf,,2017-07-31,Activo
2827,3404/JULIO,"Televisora de Cancún S.A. de C.V.",013/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",180000.00,3404-JULIO.pdf,,2017-07-31,Activo
2828,3179/AGOSTO,"Televisora de Cancún S.A. de C.V.",013/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",291160.00,3179-AGOSTO.pdf,,2017-08-31,Activo
2829,3180/AGOSTO,"Televisora de Cancún S.A. de C.V.",013/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",288840.00,3180-AGOSTO.pdf,,2017-08-31,Activo
2830,"A 90/NOVIEMBRE","Selvamar Informacion y Publicidad S.A. de C.V.",035/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",73670.75,A_90-NOVIEMBRE.pdf,,2017-11-26,Activo
2831,3311/SEPTIEMBRE,"Televisora de Cancún S.A. de C.V.",013/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",459360.00,3311-SEPTEIMBRE.pdf,,2017-09-14,Activo
2832,3312/SEPTIEMBRE,"Televisora de Cancún S.A. de C.V.",013/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",93960.00,3312-SEPTEIMBRE.pdf,,2017-09-30,Activo
2833,3313/SEPTIEMBRE,"Televisora de Cancún S.A. de C.V.",013/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",26680.00,3313-SEPTEIMBRE.pdf,,2017-09-30,Activo
2834,3362/OCTUBRE,"Televisora de Cancún S.A. de C.V.",013/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",52200.00,3362-OCTUBRE.pdf,,2017-10-06,Activo
2835,3363/OCTUBRE,"Televisora de Cancún S.A. de C.V.",013/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",125280.00,3363-OCTUBRE.pdf,,2017-10-15,Activo
2836,3364/OCTUBRE,"Televisora de Cancún S.A. de C.V.",013/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",229680.00,3364-OCTUBRE.pdf,,2017-10-31,Activo
2837,3365/OCTUBRE,"Televisora de Cancún S.A. de C.V.",013/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",83520.00,3365-OCTUBRE.pdf,,2017-10-31,Activo
2838,3366/OCTUBRE,"Televisora de Cancún S.A. de C.V.",013/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",89320.00,3366-OCTUBRE.pdf,,2017-10-31,Activo
2839,"A 91/DICIEMBRE","Selvamar Informacion y Publicidad S.A. de C.V.",035/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",109655.00,A_91-DICIEMBRE.pdf,,2017-12-30,Activo
2840,3394/NOVIEMBRE,"Televisora de Cancún S.A. de C.V.",013/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",292320.00,3394-NOVIEMBRE.pdf,,2017-11-30,Activo
2841,3395/NOVIEMBRE,"Televisora de Cancún S.A. de C.V.",013/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",287680.00,3395-NOVIEMBRE.pdf,,2017-11-28,Activo
2842,"A 92/DICIEMBRE","Selvamar Informacion y Publicidad S.A. de C.V.",035/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",94134.59,A_92-DICIEMBRE.pdf,,2017-12-30,Activo
2843,3408/DICIEMBRE,"Televisora de Cancún S.A. de C.V.",013/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",155699.84,3408-DICIEMBRE.pdf,,2017-12-29,Activo
2844,3409/DICIEMBRE,"Televisora de Cancún S.A. de C.V.",013/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",80531.84,3409-DICIEMBRE.pdf,,2017-12-17,Activo
2845,3410/DICIEMBRE,"Televisora de Cancún S.A. de C.V.",013/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",122152.64,3410-DICIEMBRE.pdf,,2017-12-17,Activo
2846,3411/DICIEMBRE,"Televisora de Cancún S.A. de C.V.",013/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",80531.84,3411-DICIEMBRE.pdf,,2017-12-31,Activo
2847,3412/DICIEMBRE,"Televisora de Cancún S.A. de C.V.",013/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",141083.84,3412-DICIEMBRE.pdf,,2017-12-10,Activo
2848,"A 93/DICIEMBRE","Selvamar Informacion y Publicidad S.A. de C.V.",035/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",70539.73,A_93-DICIEMBRE.pdf,,2017-12-30,Activo
2849,"A 95/DICIEMBRE","Selvamar Informacion y Publicidad S.A. de C.V.",035/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",73670.68,A_95-DICIEMBRE.pdf,,2017-12-30,Activo
2850,7184/JULIO,"Canal Capital S.A. de C.V.",078/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",273147.52,7184-JULIO.pdf,,2017-07-31,Activo
2851,7185/JULIO,"Canal Capital S.A. de C.V.",078/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",313805.52,7185-JULIO.pdf,,2017-07-31,Activo
2852,7189/JULIO,"Canal Capital S.A. de C.V.",078/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",573046.96,7189-JULIO.pdf,,2017-07-31,Activo
2853,7186/AGOSTO,"Canal Capital S.A. de C.V.",078/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",279976.21,7186-AGOSTO.pdf,,2017-08-31,Activo
2854,7187/AGOSTO,"Canal Capital S.A. de C.V.",078/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",313805.52,7187-AGOSTO.pdf,,2017-08-31,Activo
2855,7188/AGOSTO,"Canal Capital S.A. de C.V.",078/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",505830.53,7188-AGOSTO.pdf,,2017-08-31,Activo
2856,7190/AGOSTO,"Canal Capital S.A. de C.V.",078/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",60387.74,7190-AGOSTO.pdf,,2017-08-30,Activo
2857,7191/SEPTIEMBRE,"Canal Capital S.A. de C.V.",078/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",300462.27,7191-SEPTIEMBRE.pdf,,2017-09-29,Activo
2858,7192/SEPTIEMBRE,"Canal Capital S.A. de C.V.",078/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",329495.80,7192-SEPTIEMBRE.pdf,,2017-09-29,Activo
2859,7193/SEPTIEMBRE,"Canal Capital S.A. de C.V.",078/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",530041.93,7193-SEPTIEMBRE.pdf,,2017-09-29,Activo
2860,7195/OCTUBRE,"Canal Capital S.A. de C.V.",078/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",239004.08,7195-OCTUBRE.pdf,,2017-10-27,Activo
2861,7196/OCTUBRE,"Canal Capital S.A. de C.V.",078/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",243199.28,7196-OCTUBRE.pdf,,2017-10-27,Activo
2862,7199/OCTUBRE,"Canal Capital S.A. de C.V.",078/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",520807.06,7199-OCTUBRE.pdf,,2017-10-27,Activo
2863,7200/OCTUBRE,"Canal Capital S.A. de C.V.",078/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",156989.59,7200-OCTUBRE.pdf,,2017-10-27,Activo
2864,7203/NOVIEMBRE,"Canal Capital S.A. de C.V.",078/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",606138.57,7203-NOVIEMBRE.pdf,,2017-11-24,Activo
2865,7204/NOVIEMBRE,"Canal Capital S.A. de C.V.",078/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",177762.30,7204-NOVIEMBRE.pdf,,2017-11-13,Activo
2866,7205/NOVIEMBRE,"Canal Capital S.A. de C.V.",078/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",175293.38,7205-NOVIEMBRE.pdf,,2017-11-30,Activo
2867,7206/NOVIEMBRE,"Canal Capital S.A. de C.V.",078/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",151427.14,7206-NOVIEMBRE.pdf,,2017-11-30,Activo
2868,7222/NOVIEMBRE,"Canal Capital S.A. de C.V.",078/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",49378.61,7222-NOVIEMBRE.pdf,,2017-11-13,Activo
2869,270/ENERO,"America Ves S.A. de C.V.",027/2017,"Sin orden de compra",2017,"1er Trimestre (Enero-Marzo)",348000.00,270-ENERO.pdf,,2017-01-31,Activo
2870,277/FEBRERO,"America Ves S.A. de C.V.",027/2017,"Sin orden de compra",2017,"1er Trimestre (Enero-Marzo)",348000.00,277-FEBRERO.pdf,,2017-02-28,Activo
2871,7208/DICIEMBRE,"Canal Capital S.A. de C.V.",078/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",167886.61,7208-DICIEMBRE.pdf,,2017-12-17,Activo
2872,7209/DICIEMBRE,"Canal Capital S.A. de C.V.",078/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",167886.61,7209-DICIEMBRE.pdf,,2017-12-17,Activo
2873,7210/DICIEMBRE,"Canal Capital S.A. de C.V.",078/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",83943.31,7210-DICIEMBRE.pdf,,2017-12-17,Activo
2874,7211/DICIEMBRE,"Canal Capital S.A. de C.V.",078/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",83943.31,7211-DICIEMBRE.pdf,,2017-12-17,Activo
2875,7212/DICIEMBRE,"Canal Capital S.A. de C.V.",078/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",83943.31,7212-DICIEMBRE.pdf,,2017-12-17,Activo
2876,7213/DICIEMBRE,"Canal Capital S.A. de C.V.",078/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",83943.31,7213-DICIEMBRE.pdf,,2017-12-17,Activo
2877,7218/DICIEMBRE,"Canal Capital S.A. de C.V.",078/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",69129.78,7218-DICIEMBRE.pdf,,2017-12-17,Activo
2878,7219/DICIEMBRE,"Canal Capital S.A. de C.V.",078/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",69129.78,7219-DICIEMBRE.pdf,,2017-12-17,Activo
2879,7221/DICIEMBRE,"Canal Capital S.A. de C.V.",078/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",68737.01,7221-DICIEMBRE.pdf,,2017-12-31,Activo
2880,7223/DICIEMBRE,"Canal Capital S.A. de C.V.",078/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",57608.15,7223-DICIEMBRE.pdf,,2017-12-31,Activo
2881,291/MARZO,"America Ves S.A. de C.V.",027/2017,"Sin orden de compra",2017,"1er Trimestre (Enero-Marzo)",348000.00,291-MARZO.pdf,,2017-03-31,Activo
2882,7224/DICIEMBRE,"Canal Capital S.A. de C.V.",078/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",57608.15,7224-DICIEMBRE.pdf,,2017-12-31,Activo
2883,7225/DICIEMBRE,"Canal Capital S.A. de C.V.",078/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",48555.44,7225-DICIEMBRE.pdf,,2017-12-31,Activo
2884,7226/DICIEMBRE,"Canal Capital S.A. de C.V.",078/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",48555.44,7726-DICIEMBRE.pdf,,2017-12-31,Activo
2885,309/ABRIL,"America Ves S.A. de C.V.",027/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",348000.00,309-ABRIL.pdf,,2017-04-30,Activo
2886,324/MAYO,"America Ves S.A. de C.V.",027/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",348000.00,324-MAYO.pdf,,2017-05-31,Activo
2887,7220/DICIEMBRE,"Canal Capital S.A. de C.V.",078/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",69129.78,7220-DICIEMBRE.pdf,,2017-12-31,Activo
2888,339/JUNIO,"America Ves S.A. de C.V.",027/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",348000.00,339-JUNIO.pdf,,2017-06-30,Activo
2889,345/JULIO,"America Ves S.A. de C.V.",027/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",348000.00,345-JULIO.pdf,,2017-07-31,Activo
2890,354/AGOSTO,"America Ves S.A. de C.V.",027/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",348000.00,354-AGOSTO.pdf,,2017-08-30,Activo
2891,366/SEPTIEMBRE,"America Ves S.A. de C.V.",027/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",348000.00,366-SEPTIEMBRE.pdf,,2017-09-30,Activo
2892,367/OCTUBRE,"America Ves S.A. de C.V.",027/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",348000.00,367-OCTUBRE.pdf,,2017-10-31,Activo
2893,368/NOVIEMBRE,"America Ves S.A. de C.V.",027/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",348000.00,368-NOVIEMBRE.pdf,,2017-11-30,Activo
2894,396/DICIEMBRE,"America Ves S.A. de C.V.",027/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",348000.00,396-DICIEMBRE.pdf,,2017-12-31,Activo
2895,207418157/DICIEMBRE,"Grupo Acir Radio S.A. de C.V.",032/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",63336.00,,,2017-12-31,Activo
2896,207418158/DICIEMBRE,"Grupo Acir Radio S.A. de C.V.",032/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",42224.00,,,2017-12-31,Activo
2897,207418159/DICIEMBRE,"Grupo Acir Radio S.A. de C.V.",032/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",32480.00,,,2017-12-31,Activo
2898,207418160/DICIEMBRE,"Grupo Acir Radio S.A. de C.V.",032/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",21112.00,,,2017-12-31,Activo
2899,207418161/DICIEMBRE,"Grupo Acir Radio S.A. de C.V.",032/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",11368.00,,,2017-12-31,Activo
2900,207418162/DICIEMBRE,"Grupo Acir Radio S.A. de C.V.",032/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",11368.00,,,2017-12-31,Activo
2901,207418163/DICIEMBRE,"Grupo Acir Radio S.A. de C.V.",032/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",4872.00,,,2017-12-31,Activo
2902,207418164/DICIEMBRE,"Grupo Acir Radio S.A. de C.V.",032/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",45240.00,,,2017-12-30,Activo
2903,1851/DICIEMBRE,"Turquesa Organización S.A. de C.V.",025/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",102080.00,1851-DICIEMBRE.pdf,,2017-12-17,Activo
2904,482/AGOSTO,"Promovisión del Caribe S.A. de C.V.",126/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",1240000.00,482-AGOSTO.pdf,,2017-08-31,Activo
2905,28/DICIEMBRE,"Nukleo Web S.A. de C.V.",011/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",348000.00,28-DICIEMBRE.pdf,,2017-12-31,Activo
2906,"300/NOVIEMBRE Y DICIEMBRE","Comercial Byservi, S.A. de C.V.",131/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",31933.87,300-NOVIEMBRE.pdf,,2017-12-31,Activo
2907,332/SEPTIEMBRE,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",9129.20,332-SEPTIEMBRE.pdf,,2017-09-26,Activo
2908,318/SEPTIEMBRE,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",154512.00,318-SEPTIEMBRE.pdf,,2017-09-27,Activo
2909,"A 50825/DICIEMBRE","Novedades de Quintana Roo S.A. de C.V.",012/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",24360.00,A_50825-DICIEMBRE.pdf,,2017-12-31,Activo
2910,47/SEPTIEMBRE,"Analisis Interpretacion Informativa, SC",043/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",16240.00,47-SETIEMBRE.pdf,,2017-09-30,Activo
2911,48/SEPTIEMBRE,"Analisis Interpretacion Informativa, SC",043/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",6960.00,48-SETIEMBRE.pdf,,2017-09-15,Activo
2912,49/SEPTIEMBRE,"Analisis Interpretacion Informativa, SC",043/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",18560.00,49-SETIEMBRE.pdf,,2017-09-15,Activo
2913,50/SEPTIEMBRE,"Analisis Interpretacion Informativa, SC",043/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",16240.00,50-SETIEMBRE.pdf,,2017-09-30,Activo
2914,51/OCTUBRE,"Analisis Interpretacion Informativa, SC",043/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",16240.00,51-OCTUBRE_bioic2cytmsr.pdf,,2017-10-30,Activo
2915,52/OCTUBRE,"Analisis Interpretacion Informativa, SC",043/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",16240.00,52-OCTUBRE_bioie9o1bkxx.pdf,,2017-10-30,Activo
2916,53/OCTUBRE,"Analisis Interpretacion Informativa, SC",043/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",18560.00,53-OCTUBRE.pdf,,2017-10-30,Activo
2917,54/OCTUBRE,"Analisis Interpretacion Informativa, SC",043/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",6960.00,54-OCTUBRE.pdf,,2017-10-15,Activo
2918,55/NOVIEMBRE,"Analisis Interpretacion Informativa, SC",043/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",16240.00,58-NOVIEMBRE.pdf,,2017-11-30,Activo
2919,56/NOVIEMBRE,"Analisis Interpretacion Informativa, SC",043/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",16240.00,56-NOVIEMBRE.pdf,,2017-11-30,Activo
2920,57/NOVIEMBRE,"Analisis Interpretacion Informativa, SC",043/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",6960.00,57-NOVIEMBRE.pdf,,2017-11-15,Activo
2921,58/NOVIEMBRE,"Analisis Interpretacion Informativa, SC",043/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",18560.00,58-NOVIEMBRE_376t5ok20dycs.pdf,,2017-11-30,Activo
2922,59/DICIEMBRE,"Analisis Interpretacion Informativa, SC",043/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",18560.00,59-DICIEMBRE.pdf,,2017-12-30,Activo
2923,60/DICIEMBRE,"Analisis Interpretacion Informativa, SC",043/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",6960.00,60-DICIEMBRE.pdf,,2017-12-30,Activo
2924,61/DICIEMBRE,"Analisis Interpretacion Informativa, SC",043/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",16240.00,61-DICIEMBRE.pdf,,2017-12-30,Activo
2925,62/DICIEMBRE,"Analisis Interpretacion Informativa, SC",043/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",16240.00,62-DICIEMBRE.pdf,,2017-12-30,Activo
2926,5456/SEPTIEMBRE,"Comercializadora digital radio S.A, S.A. de C.V.",042/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",1508.00,5456-SEPTIEMBRE.pdf,,2017-09-30,Activo
2927,"G 4581/ABRIL","Compañía Editorial  del Sureste SA DE CV",018/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",7099.20,G4581-ABRIL.pdf,,2017-04-07,Activo
2928,4582/ABRIL,"Compañía Editorial  del Sureste SA DE CV",018/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",28396.80,G4582-ABRIL.pdf,,2017-04-08,Activo
2929,"G 4583/ABRIL","Compañía Editorial  del Sureste SA DE CV",018/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",7099.20,G4583-ABRIL.pdf,,2017-04-18,Activo
2930,4586/ABRIL,"Compañía Editorial  del Sureste SA DE CV",018/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",14198.40,G4586-ABRIL.pdf,,2017-04-13,Activo
2931,4587/ABRIL,"Compañía Editorial  del Sureste SA DE CV",018/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",7099.20,G4587-ABRIL.pdf,,2017-04-14,Activo
